index,Year,Firstname,Lastname,Category,Gender,Birth_Date,Birth_Country_Code,present_birth_country,full_name,day_month
879,2014,William E.,Moerner,chemistry,male,24-06-1953,US,USA,William E. Moerner,24-06
880,2014,Stefan W.,Hell,chemistry,male,23-12-1962,RO,Romania,Stefan W. Hell,23-12
881,2014,Eric,Betzig,chemistry,male,13-01-1960,US,USA,Eric Betzig,13-01
882,2014,Kailash,Satyarthi,peace,male,11-01-1954,IN,India,Kailash Satyarthi,11-01
883,2014,Hiroshi,Amano,physics,male,11-09-1960,JP,Japan,Hiroshi Amano,11-09
884,2014,Isamu,Akasaki,physics,male,30-01-1929,JP,Japan,Isamu Akasaki,30-01
885,2014,Edvard I.,Moser,medicine,male,27-04-1962,NO,Norway,Edvard I. Moser,27-04
886,2014,May-Britt,Moser,medicine,female,04-01-1963,NO,Norway,May-Britt Moser,04-01
887,2014,John,O'Keefe,medicine,male,18-11-1939,US,USA,John O'Keefe,18-11
888,2014,Shuji,Nakamura,physics,male,22-05-1954,JP,Japan,Shuji Nakamura,22-05
889,2015,Angus,Deaton,economics,male,19-10-1945,GB,Scotland,Angus Deaton,19-10
891,2015,Svetlana,Alexievich,literature,female,31-05-1948,UA,Ukraine,Svetlana Alexievich,31-05
892,2015,Aziz,Sancar,chemistry,male,08-09-1946,TR,Turkey,Aziz Sancar,08-09
893,2015,Paul,Modrich,chemistry,male,13-06-1946,US,USA,Paul Modrich,13-06
894,2015,Tomas,Lindahl,chemistry,male,28-01-1938,SE,Sweden,Tomas Lindahl,28-01
895,2015,Takaaki,Kajita,physics,male,09-03-1959,JP,Japan,Takaaki Kajita,09-03
896,2015,Youyou,Tu,medicine,female,30-12-1930,CN,China,Youyou Tu,30-12
897,2015,Satoshi,Ōmura,medicine,male,12-07-1935,JP,Japan,Satoshi Ōmura,12-07
898,2015,William C.,Campbell,medicine,male,28-06-1930,IE,Ireland,William C. Campbell,28-06
899,2015,Arthur B.,McDonald,physics,male,29-08-1943,CA,Canada,Arthur B. McDonald,29-08
900,2016,Bengt,Holmström,economics,male,18-04-1949,FI,Finland,Bengt Holmström,18-04
901,2016,Bernard L.,Feringa,chemistry,male,18-05-1951,NL,the Netherlands,Bernard L. Feringa,18-05
902,2016,Oliver,Hart,economics,male,09-10-1948,GB,United Kingdom,Oliver Hart,09-10
903,2016,Juan Manuel,Santos,peace,male,10-08-1951,CO,Colombia,Juan Manuel Santos,10-08
904,2016,Sir J. Fraser,Stoddart,chemistry,male,24-05-1942,GB,United Kingdom,Sir J. Fraser Stoddart,24-05
905,2016,Bob,Dylan,literature,male,24-05-1941,US,USA,Bob Dylan,24-05
906,2016,J. Michael,Kosterlitz,physics,male,22-06-1943,GB,United Kingdom,J. Michael Kosterlitz,22-06
907,2016,F. Duncan M.,Haldane,physics,male,14-09-1951,GB,United Kingdom,F. Duncan M. Haldane,14-09
908,2016,David J.,Thouless,physics,male,21-09-1934,GB,United Kingdom,David J. Thouless,21-09
909,2016,Yoshinori,Ohsumi,medicine,male,09-02-1945,JP,Japan,Yoshinori Ohsumi,09-02
910,2016,Jean-Pierre,Sauvage,chemistry,male,21-10-1944,FR,France,Jean-Pierre Sauvage,21-10
912,2017,Kazuo,Ishiguro,literature,male,08-11-1954,JP,Japan,Kazuo Ishiguro,08-11
913,2017,Richard,Henderson,chemistry,male,19-07-1945,GB,Scotland,Richard Henderson,19-07
914,2017,Joachim,Frank,chemistry,male,12-09-1940,DE,Germany,Joachim Frank,12-09
915,2017,Jacques,Dubochet,chemistry,male,08-06-1942,CH,Switzerland,Jacques Dubochet,08-06
916,2017,Kip S.,Thorne,physics,male,01-06-1940,US,USA,Kip S. Thorne,01-06
917,2017,Richard H.,Thaler,economics,male,12-09-1945,US,USA,Richard H. Thaler,12-09
918,2017,Rainer,Weiss,physics,male,29-09-1932,DE,Germany,Rainer Weiss,29-09
919,2017,Michael W.,Young,medicine,male,28-03-1949,US,USA,Michael W. Young,28-03
920,2017,Michael,Rosbash,medicine,male,07-03-1944,US,USA,Michael Rosbash,07-03
921,2017,Jeffrey C.,Hall,medicine,male,03-05-1945,US,USA,Jeffrey C. Hall,03-05
922,2017,Barry C.,Barish,physics,male,27-01-1936,US,USA,Barry C. Barish,27-01
923,2018,Olga,Tokarczuk,literature,female,29-01-1962,PL,Poland,Olga Tokarczuk,29-01
925,2018,William D.,Nordhaus,economics,male,31-05-1941,US,USA,William D. Nordhaus,31-05
927,2018,Denis,Mukwege,peace,male,01-03-1955,CD,Democratic Republic of the Congo,Denis Mukwege,01-03
928,2018,Sir Gregory P.,Winter,chemistry,male,14-04-1951,GB,United Kingdom,Sir Gregory P. Winter,14-04
929,2018,George P.,Smith,chemistry,male,10-03-1941,US,USA,George P. Smith,10-03
930,2018,Frances H.,Arnold,chemistry,female,25-07-1956,US,USA,Frances H. Arnold,25-07
931,2018,Gérard,Mourou,physics,male,22-06-1944,FR,France,Gérard Mourou,22-06
932,2018,Arthur,Ashkin,physics,male,02-09-1922,US,USA,Arthur Ashkin,02-09
933,2018,Tasuku,Honjo,medicine,male,27-01-1942,JP,Japan,Tasuku Honjo,27-01
934,2018,James P.,Allison,medicine,male,07-08-1948,US,USA,James P. Allison,07-08
935,2018,Donna,Strickland,physics,female,27-05-1959,CA,Canada,Donna Strickland,27-05
936,2019,Akira,Yoshino,chemistry,male,30-01-1948,JP,Japan,Akira Yoshino,30-01
937,2019,Abhijit,Banerjee,economics,male,21-02-1961,IN,India,Abhijit Banerjee,21-02
938,2019,Michael,Kremer,economics,male,12-11-1964,US,USA,Michael Kremer,12-11
939,2019,Peter,Handke,literature,male,06-12-1942,AT,Austria,Peter Handke,06-12
940,2019,Esther,Duflo,economics,female,25-10-1972,FR,France,Esther Duflo,25-10
941,2019,M. Stanley,Whittingham,chemistry,male,22-12-1941,GB,United Kingdom,M. Stanley Whittingham,22-12
942,2019,Abiy,Ahmed Ali,peace,male,15-08-1976,ET,Ethiopia,Abiy Ahmed Ali,15-08
943,2019,Didier,Queloz,physics,male,23-02-1966,CH,Switzerland,Didier Queloz,23-02
944,2019,Michel,Mayor,physics,male,12-01-1942,CH,Switzerland,Michel Mayor,12-01
945,2019,James,Peebles,physics,male,25-04-1935,CA,Canada,James Peebles,25-04
946,2019,Gregg,Semenza,medicine,male,12-07-1956,US,USA,Gregg Semenza,12-07
947,2019,Peter,Ratcliffe,medicine,male,14-05-1954,GB,United Kingdom,Peter Ratcliffe,14-05
948,2019,William,Kaelin,medicine,male,23-11-1957,US,USA,William Kaelin,23-11
949,2019,John,Goodenough,chemistry,male,25-07-1922,DE,Germany,John Goodenough,25-07
950,2020,Robert,Wilson,economics,male,16-05-1937,US,USA,Robert Wilson,16-05
951,2020,Paul,Milgrom,economics,male,20-04-1948,US,USA,Paul Milgrom,20-04
953,2020,Louise,Glück,literature,female,22-04-1943,US,USA,Louise Glück,22-04
954,2020,Jennifer A.,Doudna,chemistry,female,19-02-1964,US,USA,Jennifer A. Doudna,19-02
955,2020,Emmanuelle,Charpentier,chemistry,female,11-12-1968,FR,France,Emmanuelle Charpentier,11-12
956,2020,Reinhard,Genzel,physics,male,24-03-1952,DE,Germany,Reinhard Genzel,24-03
957,2020,Roger,Penrose,physics,male,08-08-1931,GB,United Kingdom,Roger Penrose,08-08
958,2020,Charles,Rice,medicine,male,25-08-1952,US,USA,Charles Rice,25-08
960,2020,Harvey,Alter,medicine,male,12-09-1935,US,USA,Harvey Alter,12-09
961,2020,Andrea,Ghez,physics,female,16-06-1965,US,USA,Andrea Ghez,16-06
963,2021,Joshua,Angrist,economics,male,18-09-1960,US,USA,Joshua Angrist,18-09
966,2021,Guido,Imbens,economics,male,03-09-1963,NL,the Netherlands,Guido Imbens,03-09
967,2021,Maria,Ressa,peace,female,02-10-1963,PH,Philippines,Maria Ressa,02-10
968,2021,David,MacMillan,chemistry,male,16-03-1968,GB,United Kingdom,David MacMillan,16-03
969,2021,Syukuro,Manabe,physics,male,21-09-1931,JP,Japan,Syukuro Manabe,21-09
970,2021,Giorgio,Parisi,physics,male,04-08-1948,IT,Italy,Giorgio Parisi,04-08
971,2021,Klaus,Hasselmann,physics,male,25-10-1931,DE,Germany,Klaus Hasselmann,25-10
973,2021,David,Julius,medicine,male,04-11-1955,US,USA,David Julius,04-11
974,2021,Benjamin,List,chemistry,male,11-01-1968,DE,Germany,Benjamin List,11-01
975,2022,Ben,Bernanke,economics,male,13-12-1953,US,USA,Ben Bernanke,13-12
978,2022,Ales,Bialiatski,peace,male,25-09-1962,RU,Russia,Ales Bialiatski,25-09
979,2022,Annie,Ernaux,literature,female,01-09-1940,FR,France,Annie Ernaux,01-09
981,2022,Anton,Zeilinger,physics,male,20-05-1945,AT,Austria,Anton Zeilinger,20-05
982,2022,John F.,Clauser,physics,male,01-12-1942,US,USA,John F. Clauser,01-12
983,2022,Alain,Aspect,physics,male,15-06-1947,FR,France,Alain Aspect,15-06
984,2022,Svante,Pääbo,medicine,male,20-04-1955,SE,Sweden,Svante Pääbo,20-04
985,2022,Barry,Sharpless,chemistry,male,28-04-1941,US,USA,Barry Sharpless,28-04
986,2022,Douglas,Diamond,economics,male,25-10-1953,US,USA,Douglas Diamond,25-10
987,2022,Carolyn,Bertozzi,chemistry,female,10-10-1966,US,USA,Carolyn Bertozzi,10-10
988,2022,Philip,Dybvig,economics,male,22-05-1955,US,USA,Philip Dybvig,22-05
